,year,nation,description,value,type
69,1995,오스트레일리아,생산 (exajoules),5.7,coal
70,1995,뉴질랜드,생산 (exajoules),0.1,coal
71,1995,세계,- 점유율 (%),100,coal
72,1995,대한민국,- 점유율 (%),2.2,coal
73,1995,아제르바이잔,- 점유율 (%),-,coal
74,1995,방글라데시,- 점유율 (%),-,coal
75,1995,중국,- 점유율 (%),698.4,coal
76,1995,홍콩,- 점유율 (%),-,coal
77,1995,인도,- 점유율 (%),142.6,coal
78,1995,인도네시아,- 점유율 (%),31,coal
79,1995,이란,- 점유율 (%),-,coal
80,1995,이스라엘,- 점유율 (%),-,coal
81,1995,일본,- 점유율 (%),3.6,coal
82,1995,카자흐스탄,- 점유율 (%),33.1,coal
83,1995,말레이시아,- 점유율 (%),-,coal
84,1995,파키스탄,- 점유율 (%),1.6,coal
85,1995,필리핀,- 점유율 (%),-,coal
86,1995,카타르,- 점유율 (%),-,coal
87,1995,사우디아라비아,- 점유율 (%),-,coal
88,1995,스리랑카,- 점유율 (%),-,coal
89,1995,대만,- 점유율 (%),-,coal
90,1995,태국,- 점유율 (%),6.3,coal
91,1995,튀르키예,- 점유율 (%),12.3,coal
92,1995,투르크메니스탄,- 점유율 (%),-,coal
93,1995,아랍에미리트,- 점유율 (%),-,coal
94,1995,우즈베키스탄,- 점유율 (%),0.8,coal
95,1995,베트남,- 점유율 (%),-,coal
96,1995,캐나다,- 점유율 (%),43.8,coal
97,1995,멕시코,- 점유율 (%),4.6,coal
98,1995,미국,- 점유율 (%),-,coal
99,1995,아르헨티나,- 점유율 (%),-,coal
100,1995,브라질,- 점유율 (%),2.2,coal
101,1995,칠레,- 점유율 (%),-,coal
102,1995,콜롬비아,- 점유율 (%),19.2,coal
103,1995,에콰도르,- 점유율 (%),-,coal
104,1995,페루,- 점유율 (%),-,coal
105,1995,베네수엘라,- 점유율 (%),3.1,coal
106,1995,오스트리아,- 점유율 (%),-,coal
107,1995,벨라루스,- 점유율 (%),-,coal
108,1995,벨기에,- 점유율 (%),-,coal
109,1995,불가리아,- 점유율 (%),6.4,coal
110,1995,체코,- 점유율 (%),27.6,coal
111,1995,덴마크,- 점유율 (%),-,coal
112,1995,에스토니아,- 점유율 (%),-,coal
113,1995,핀란드,- 점유율 (%),-,coal
114,1995,프랑스,- 점유율 (%),-,coal
115,1995,독일,- 점유율 (%),74,coal
116,1995,그리스,- 점유율 (%),7.2,coal
117,1995,헝가리,- 점유율 (%),3.4,coal
118,1995,아이슬란드,- 점유율 (%),-,coal
119,1995,아일랜드,- 점유율 (%),-,coal
120,1995,이탈리아,- 점유율 (%),-,coal
121,1995,리투아니아,- 점유율 (%),-,coal
122,1995,북마케도니아,- 점유율 (%),-,coal
123,1995,네덜란드,- 점유율 (%),-,coal
124,1995,노르웨이,- 점유율 (%),-,coal
125,1995,폴란드,- 점유율 (%),91.4,coal
126,1995,포르투갈,- 점유율 (%),-,coal
127,1995,루마니아,- 점유율 (%),9.6,coal
128,1995,러시아,- 점유율 (%),120.8,coal
129,1995,슬로바키아,- 점유율 (%),-,coal
130,1995,스페인,- 점유율 (%),9.6,coal
131,1995,스웨덴,- 점유율 (%),-,coal
132,1995,스위스,- 점유율 (%),-,coal
133,1995,우크라이나,- 점유율 (%),33.1,coal
134,1995,영국,- 점유율 (%),31.1,coal
135,1995,알제리,- 점유율 (%),-,coal
136,1995,이집트,- 점유율 (%),-,coal
137,1995,모로코,- 점유율 (%),-,coal
138,1995,남아프리카공화국,- 점유율 (%),116.9,coal
139,1995,짐바브웨,- 점유율 (%),3.3,coal
140,1995,오스트레일리아,- 점유율 (%),134.1,coal
141,1995,뉴질랜드,- 점유율 (%),2.3,coal
142,1995,세계,소비 (exajoules),93.5,coal
143,1995,대한민국,소비 (exajoules),1.2,coal
144,1995,아제르바이잔,소비 (exajoules),0,coal
145,1995,방글라데시,소비 (exajoules),0,coal
146,1995,중국,소비 (exajoules),27.9,coal
147,1995,홍콩,소비 (exajoules),0.2,coal
148,1995,인도,소비 (exajoules),5.9,coal
149,1995,인도네시아,소비 (exajoules),0.2,coal
150,1995,이란,소비 (exajoules),0,coal
151,1995,이스라엘,소비 (exajoules),0.2,coal
152,1995,일본,소비 (exajoules),3.5,coal
153,1995,카자흐스탄,소비 (exajoules),1.1,coal
154,1995,말레이시아,소비 (exajoules),0.1,coal
155,1995,파키스탄,소비 (exajoules),0.1,coal
156,1995,필리핀,소비 (exajoules),0.1,coal
157,1995,카타르,소비 (exajoules),-,coal
158,1995,사우디아라비아,소비 (exajoules),-,coal
159,1995,스리랑카,소비 (exajoules),0,coal
160,1995,대만,소비 (exajoules),0.7,coal
161,1995,태국,소비 (exajoules),0.3,coal
162,1995,튀르키예,소비 (exajoules),0.7,coal
163,1995,투르크메니스탄,소비 (exajoules),0,coal
164,1995,아랍에미리트,소비 (exajoules),-,coal
165,1995,우즈베키스탄,소비 (exajoules),0,coal
166,1995,베트남,소비 (exajoules),0.1,coal
167,1995,캐나다,소비 (exajoules),1.1,coal
168,1995,멕시코,소비 (exajoules),0.2,coal
169,1995,미국,소비 (exajoules),20.1,coal
170,1995,아르헨티나,소비 (exajoules),0,coal
171,1995,브라질,소비 (exajoules),0.5,coal
172,1995,칠레,소비 (exajoules),0.1,coal
173,1995,콜롬비아,소비 (exajoules),0.2,coal
174,1995,에콰도르,소비 (exajoules),0,coal
175,1995,페루,소비 (exajoules),0,coal
176,1995,베네수엘라,소비 (exajoules),0,coal
177,1995,오스트리아,소비 (exajoules),0.1,coal
178,1995,벨라루스,소비 (exajoules),0,coal
179,1995,벨기에,소비 (exajoules),0.4,coal
180,1995,불가리아,소비 (exajoules),0.3,coal
181,1995,체코,소비 (exajoules),1,coal
182,1995,덴마크,소비 (exajoules),0.3,coal
183,1995,에스토니아,소비 (exajoules),0.1,coal
184,1995,핀란드,소비 (exajoules),0.2,coal
185,1995,프랑스,소비 (exajoules),0.6,coal
186,1995,독일,소비 (exajoules),3.8,coal
187,1995,그리스,소비 (exajoules),0.3,coal
188,1995,헝가리,소비 (exajoules),0.2,coal
189,1995,아이슬란드,소비 (exajoules),0,coal
190,1995,아일랜드,소비 (exajoules),0.1,coal
191,1995,이탈리아,소비 (exajoules),0.5,coal
192,1995,리투아니아,소비 (exajoules),0,coal
193,1995,북마케도니아,소비 (exajoules),0.1,coal
194,1995,네덜란드,소비 (exajoules),0.4,coal
195,1995,노르웨이,소비 (exajoules),0,coal
196,1995,폴란드,소비 (exajoules),2.9,coal
197,1995,포르투갈,소비 (exajoules),0.2,coal
198,1995,루마니아,소비 (exajoules),0.4,coal
199,1995,러시아,소비 (exajoules),5,coal
200,1995,슬로바키아,소비 (exajoules),0.2,coal
201,1995,스페인,소비 (exajoules),0.8,coal
202,1995,스웨덴,소비 (exajoules),0.1,coal
203,1995,스위스,소비 (exajoules),0,coal
204,1995,우크라이나,소비 (exajoules),2.1,coal
205,1995,영국,소비 (exajoules),2,coal
206,1995,알제리,소비 (exajoules),0,coal
207,1995,이집트,소비 (exajoules),0,coal
208,1995,모로코,소비 (exajoules),0.1,coal
209,1995,남아프리카공화국,소비 (exajoules),3,coal
210,1995,짐바브웨,소비 (exajoules),-,coal
211,1995,오스트레일리아,소비 (exajoules),1.7,coal
212,1995,뉴질랜드,소비 (exajoules),0,coal
213,1995,세계,- 점유율 (%),100,coal
214,1995,대한민국,- 점유율 (%),1.3,coal
215,1995,아제르바이잔,- 점유율 (%),0,coal
216,1995,방글라데시,- 점유율 (%),0,coal
217,1995,중국,- 점유율 (%),29.7,coal
218,1995,홍콩,- 점유율 (%),0.3,coal
219,1995,인도,- 점유율 (%),5.6,coal
220,1995,인도네시아,- 점유율 (%),0.3,coal
221,1995,이란,- 점유율 (%),0.1,coal
222,1995,이스라엘,- 점유율 (%),0.2,coal
223,1995,일본,- 점유율 (%),3.9,coal
224,1995,카자흐스탄,- 점유율 (%),1.2,coal
225,1995,말레이시아,- 점유율 (%),0.1,coal
226,1995,파키스탄,- 점유율 (%),0.1,coal
227,1995,필리핀,- 점유율 (%),0.1,coal
228,1995,카타르,- 점유율 (%),-,coal
229,1995,사우디아라비아,- 점유율 (%),-,coal
230,1995,스리랑카,- 점유율 (%),-,coal
231,1995,대만,- 점유율 (%),0.8,coal
232,1995,태국,- 점유율 (%),0.3,coal
233,1995,튀르키예,- 점유율 (%),0.7,coal
234,1995,투르크메니스탄,- 점유율 (%),0,coal
235,1995,아랍에미리트,- 점유율 (%),-,coal
236,1995,우즈베키스탄,- 점유율 (%),0.1,coal
237,1995,베트남,- 점유율 (%),0.2,coal
238,1995,캐나다,- 점유율 (%),1.2,coal
239,1995,멕시코,- 점유율 (%),0.2,coal
240,1995,미국,- 점유율 (%),22.6,coal
241,1995,아르헨티나,- 점유율 (%),0,coal
242,1995,브라질,- 점유율 (%),0.5,coal
243,1995,칠레,- 점유율 (%),0.1,coal
244,1995,콜롬비아,- 점유율 (%),0.2,coal
245,1995,에콰도르,- 점유율 (%),-,coal
246,1995,페루,- 점유율 (%),0,coal
247,1995,베네수엘라,- 점유율 (%),0,coal
248,1995,오스트리아,- 점유율 (%),0.2,coal
249,1995,벨라루스,- 점유율 (%),0,coal
250,1995,벨기에,- 점유율 (%),0.4,coal
251,1995,불가리아,- 점유율 (%),0.3,coal
252,1995,체코,- 점유율 (%),1,coal
253,1995,덴마크,- 점유율 (%),0.3,coal
254,1995,에스토니아,- 점유율 (%),-,coal
255,1995,핀란드,- 점유율 (%),0.2,coal
256,1995,프랑스,- 점유율 (%),0.7,coal
257,1995,독일,- 점유율 (%),4.1,coal
258,1995,그리스,- 점유율 (%),0.4,coal
259,1995,헝가리,- 점유율 (%),0.2,coal
260,1995,아이슬란드,- 점유율 (%),-,coal
261,1995,아일랜드,- 점유율 (%),0.1,coal
262,1995,이탈리아,- 점유율 (%),0.5,coal
263,1995,리투아니아,- 점유율 (%),0,coal
264,1995,북마케도니아,- 점유율 (%),-,coal
265,1995,네덜란드,- 점유율 (%),0.4,coal
266,1995,노르웨이,- 점유율 (%),0,coal
267,1995,폴란드,- 점유율 (%),3.2,coal
268,1995,포르투갈,- 점유율 (%),0.2,coal
269,1995,루마니아,- 점유율 (%),0.4,coal
270,1995,러시아,- 점유율 (%),5.3,coal
271,1995,슬로바키아,- 점유율 (%),0.2,coal
272,1995,스페인,- 점유율 (%),0.8,coal
273,1995,스웨덴,- 점유율 (%),0.1,coal
274,1995,스위스,- 점유율 (%),0,coal
275,1995,우크라이나,- 점유율 (%),1.9,coal
276,1995,영국,- 점유율 (%),2.1,coal
277,1995,알제리,- 점유율 (%),0,coal
278,1995,이집트,- 점유율 (%),0,coal
279,1995,모로코,- 점유율 (%),-,coal
280,1995,남아프리카공화국,- 점유율 (%),3.2,coal
281,1995,짐바브웨,- 점유율 (%),-,coal
282,1995,오스트레일리아,- 점유율 (%),1.8,coal
283,1995,뉴질랜드,- 점유율 (%),0.1,coal
284,1996,세계,생산 (exajoules),95.4,coal
285,1996,대한민국,생산 (exajoules),0.1,coal
286,1996,아제르바이잔,생산 (exajoules),-,coal
287,1996,방글라데시,생산 (exajoules),-,coal
288,1996,중국,생산 (exajoules),29.2,coal
289,1996,홍콩,생산 (exajoules),-,coal
290,1996,인도,생산 (exajoules),6,coal
291,1996,인도네시아,생산 (exajoules),1.2,coal
292,1996,이란,생산 (exajoules),-,coal
293,1996,이스라엘,생산 (exajoules),-,coal
294,1996,일본,생산 (exajoules),0.2,coal
295,1996,카자흐스탄,생산 (exajoules),1.4,coal
296,1996,말레이시아,생산 (exajoules),-,coal
297,1996,파키스탄,생산 (exajoules),0.1,coal
298,1996,필리핀,생산 (exajoules),-,coal
299,1996,카타르,생산 (exajoules),-,coal
300,1996,사우디아라비아,생산 (exajoules),-,coal
301,1996,스리랑카,생산 (exajoules),-,coal
302,1996,대만,생산 (exajoules),-,coal
303,1996,태국,생산 (exajoules),0.3,coal
304,1996,튀르키예,생산 (exajoules),0.5,coal
305,1996,투르크메니스탄,생산 (exajoules),-,coal
306,1996,아랍에미리트,생산 (exajoules),-,coal
307,1996,우즈베키스탄,생산 (exajoules),0,coal
308,1996,베트남,생산 (exajoules),0.2,coal
309,1996,캐나다,생산 (exajoules),1.8,coal
310,1996,멕시코,생산 (exajoules),0.2,coal
311,1996,미국,생산 (exajoules),22.8,coal
312,1996,아르헨티나,생산 (exajoules),-,coal
313,1996,브라질,생산 (exajoules),0.1,coal
314,1996,칠레,생산 (exajoules),-,coal
315,1996,콜롬비아,생산 (exajoules),0.9,coal
316,1996,에콰도르,생산 (exajoules),-,coal
317,1996,페루,생산 (exajoules),-,coal
318,1996,베네수엘라,생산 (exajoules),0.1,coal
319,1996,오스트리아,생산 (exajoules),-,coal
320,1996,벨라루스,생산 (exajoules),-,coal
321,1996,벨기에,생산 (exajoules),-,coal
322,1996,불가리아,생산 (exajoules),0.2,coal
323,1996,체코,생산 (exajoules),1.2,coal
324,1996,덴마크,생산 (exajoules),-,coal
325,1996,에스토니아,생산 (exajoules),-,coal
326,1996,핀란드,생산 (exajoules),-,coal
327,1996,프랑스,생산 (exajoules),-,coal
328,1996,독일,생산 (exajoules),3.1,coal
329,1996,그리스,생산 (exajoules),0.3,coal
330,1996,헝가리,생산 (exajoules),0.2,coal
331,1996,아이슬란드,생산 (exajoules),-,coal
332,1996,아일랜드,생산 (exajoules),-,coal
333,1996,이탈리아,생산 (exajoules),-,coal
334,1996,리투아니아,생산 (exajoules),-,coal
335,1996,북마케도니아,생산 (exajoules),-,coal
336,1996,네덜란드,생산 (exajoules),-,coal
337,1996,노르웨이,생산 (exajoules),-,coal
338,1996,폴란드,생산 (exajoules),3.8,coal
339,1996,포르투갈,생산 (exajoules),-,coal
340,1996,루마니아,생산 (exajoules),0.3,coal
341,1996,러시아,생산 (exajoules),5.1,coal
342,1996,슬로바키아,생산 (exajoules),-,coal
343,1996,스페인,생산 (exajoules),0.4,coal
344,1996,스웨덴,생산 (exajoules),-,coal
345,1996,스위스,생산 (exajoules),-,coal
346,1996,우크라이나,생산 (exajoules),1.4,coal
347,1996,영국,생산 (exajoules),1.3,coal
348,1996,알제리,생산 (exajoules),-,coal
349,1996,이집트,생산 (exajoules),-,coal
350,1996,모로코,생산 (exajoules),-,coal
351,1996,남아프리카공화국,생산 (exajoules),4.9,coal
352,1996,짐바브웨,생산 (exajoules),0.1,coal
353,1996,오스트레일리아,생산 (exajoules),5.9,coal
354,1996,뉴질랜드,생산 (exajoules),0.1,coal
355,1996,세계,- 점유율 (%),100,coal
356,1996,대한민국,- 점유율 (%),1.9,coal
357,1996,아제르바이잔,- 점유율 (%),-,coal
358,1996,방글라데시,- 점유율 (%),-,coal
359,1996,중국,- 점유율 (%),666,coal
360,1996,홍콩,- 점유율 (%),-,coal
361,1996,인도,- 점유율 (%),146.5,coal
362,1996,인도네시아,- 점유율 (%),38.3,coal
363,1996,이란,- 점유율 (%),-,coal
364,1996,이스라엘,- 점유율 (%),-,coal
365,1996,일본,- 점유율 (%),2,coal
366,1996,카자흐스탄,- 점유율 (%),30.3,coal
367,1996,말레이시아,- 점유율 (%),-,coal
368,1996,파키스탄,- 점유율 (%),1.5,coal
369,1996,필리핀,- 점유율 (%),-,coal
370,1996,카타르,- 점유율 (%),-,coal
371,1996,사우디아라비아,- 점유율 (%),-,coal
372,1996,스리랑카,- 점유율 (%),-,coal
373,1996,대만,- 점유율 (%),-,coal
374,1996,태국,- 점유율 (%),5.8,coal
375,1996,튀르키예,- 점유율 (%),13.9,coal
376,1996,투르크메니스탄,- 점유율 (%),-,coal
377,1996,아랍에미리트,- 점유율 (%),-,coal
378,1996,우즈베키스탄,- 점유율 (%),0.8,coal
379,1996,베트남,- 점유율 (%),-,coal
380,1996,캐나다,- 점유율 (%),42.9,coal
381,1996,멕시코,- 점유율 (%),4.8,coal
382,1996,미국,- 점유율 (%),-,coal
383,1996,아르헨티나,- 점유율 (%),-,coal
384,1996,브라질,- 점유율 (%),2.4,coal
385,1996,칠레,- 점유율 (%),-,coal
386,1996,콜롬비아,- 점유율 (%),21.8,coal
387,1996,에콰도르,- 점유율 (%),-,coal
388,1996,페루,- 점유율 (%),-,coal
389,1996,베네수엘라,- 점유율 (%),4.7,coal
390,1996,오스트리아,- 점유율 (%),-,coal
391,1996,벨라루스,- 점유율 (%),-,coal
392,1996,벨기에,- 점유율 (%),-,coal
393,1996,불가리아,- 점유율 (%),5.1,coal
394,1996,체코,- 점유율 (%),26.1,coal
395,1996,덴마크,- 점유율 (%),-,coal
396,1996,에스토니아,- 점유율 (%),-,coal
397,1996,핀란드,- 점유율 (%),-,coal
398,1996,프랑스,- 점유율 (%),-,coal
399,1996,독일,- 점유율 (%),65,coal
400,1996,그리스,- 점유율 (%),8.1,coal
401,1996,헝가리,- 점유율 (%),3.2,coal
402,1996,아이슬란드,- 점유율 (%),-,coal
403,1996,아일랜드,- 점유율 (%),-,coal
404,1996,이탈리아,- 점유율 (%),-,coal
405,1996,리투아니아,- 점유율 (%),-,coal
406,1996,북마케도니아,- 점유율 (%),-,coal
407,1996,네덜란드,- 점유율 (%),-,coal
408,1996,노르웨이,- 점유율 (%),-,coal
409,1996,폴란드,- 점유율 (%),80.3,coal
410,1996,포르투갈,- 점유율 (%),-,coal
411,1996,루마니아,- 점유율 (%),5.7,coal
412,1996,러시아,- 점유율 (%),108.8,coal
413,1996,슬로바키아,- 점유율 (%),-,coal
414,1996,스페인,- 점유율 (%),9.2,coal
415,1996,스웨덴,- 점유율 (%),-,coal
416,1996,스위스,- 점유율 (%),-,coal
417,1996,우크라이나,- 점유율 (%),34.4,coal
418,1996,영국,- 점유율 (%),25.8,coal
419,1996,알제리,- 점유율 (%),-,coal
420,1996,이집트,- 점유율 (%),-,coal
421,1996,모로코,- 점유율 (%),-,coal
422,1996,남아프리카공화국,- 점유율 (%),126.1,coal
423,1996,짐바브웨,- 점유율 (%),3.5,coal
424,1996,오스트레일리아,- 점유율 (%),150.4,coal
425,1996,뉴질랜드,- 점유율 (%),1.9,coal
426,1996,세계,소비 (exajoules),95.7,coal
427,1996,대한민국,소비 (exajoules),1.3,coal
428,1996,아제르바이잔,소비 (exajoules),0,coal
429,1996,방글라데시,소비 (exajoules),0,coal
430,1996,중국,소비 (exajoules),29.1,coal
431,1996,홍콩,소비 (exajoules),0.2,coal
432,1996,인도,소비 (exajoules),6,coal
433,1996,인도네시아,소비 (exajoules),0.3,coal
434,1996,이란,소비 (exajoules),0,coal
435,1996,이스라엘,소비 (exajoules),0.2,coal
436,1996,일본,소비 (exajoules),3.6,coal
437,1996,카자흐스탄,소비 (exajoules),1,coal
438,1996,말레이시아,소비 (exajoules),0.1,coal
439,1996,파키스탄,소비 (exajoules),0.1,coal
440,1996,필리핀,소비 (exajoules),0.1,coal
441,1996,카타르,소비 (exajoules),-,coal
442,1996,사우디아라비아,소비 (exajoules),-,coal
443,1996,스리랑카,소비 (exajoules),0,coal
444,1996,대만,소비 (exajoules),0.8,coal
445,1996,태국,소비 (exajoules),0.4,coal
446,1996,튀르키예,소비 (exajoules),0.8,coal
447,1996,투르크메니스탄,소비 (exajoules),0,coal
448,1996,아랍에미리트,소비 (exajoules),-,coal
449,1996,우즈베키스탄,소비 (exajoules),0,coal
450,1996,베트남,소비 (exajoules),0.1,coal
451,1996,캐나다,소비 (exajoules),1.1,coal
452,1996,멕시코,소비 (exajoules),0.2,coal
453,1996,미국,소비 (exajoules),21.1,coal
454,1996,아르헨티나,소비 (exajoules),0,coal
455,1996,브라질,소비 (exajoules),0.5,coal
456,1996,칠레,소비 (exajoules),0.1,coal
457,1996,콜롬비아,소비 (exajoules),0.1,coal
458,1996,에콰도르,소비 (exajoules),0,coal
459,1996,페루,소비 (exajoules),0,coal
460,1996,베네수엘라,소비 (exajoules),0,coal
461,1996,오스트리아,소비 (exajoules),0.1,coal
462,1996,벨라루스,소비 (exajoules),0,coal
463,1996,벨기에,소비 (exajoules),0.4,coal
464,1996,불가리아,소비 (exajoules),0.3,coal
465,1996,체코,소비 (exajoules),1,coal
466,1996,덴마크,소비 (exajoules),0.4,coal
467,1996,에스토니아,소비 (exajoules),0.2,coal
468,1996,핀란드,소비 (exajoules),0.3,coal
469,1996,프랑스,소비 (exajoules),0.7,coal
470,1996,독일,소비 (exajoules),3.8,coal
471,1996,그리스,소비 (exajoules),0.3,coal
472,1996,헝가리,소비 (exajoules),0.2,coal
473,1996,아이슬란드,소비 (exajoules),0,coal
474,1996,아일랜드,소비 (exajoules),0.1,coal
475,1996,이탈리아,소비 (exajoules),0.5,coal
476,1996,리투아니아,소비 (exajoules),0,coal
477,1996,북마케도니아,소비 (exajoules),0.1,coal
478,1996,네덜란드,소비 (exajoules),0.4,coal
479,1996,노르웨이,소비 (exajoules),0,coal
480,1996,폴란드,소비 (exajoules),3,coal
481,1996,포르투갈,소비 (exajoules),0.2,coal
482,1996,루마니아,소비 (exajoules),0.4,coal
483,1996,러시아,소비 (exajoules),4.9,coal
484,1996,슬로바키아,소비 (exajoules),0.2,coal
485,1996,스페인,소비 (exajoules),0.7,coal
486,1996,스웨덴,소비 (exajoules),0.1,coal
487,1996,스위스,소비 (exajoules),0,coal
488,1996,우크라이나,소비 (exajoules),1.6,coal
489,1996,영국,소비 (exajoules),1.9,coal
490,1996,알제리,소비 (exajoules),0,coal
491,1996,이집트,소비 (exajoules),0,coal
492,1996,모로코,소비 (exajoules),0.1,coal
493,1996,남아프리카공화국,소비 (exajoules),3,coal
494,1996,짐바브웨,소비 (exajoules),-,coal
495,1996,오스트레일리아,소비 (exajoules),1.8,coal
496,1996,뉴질랜드,소비 (exajoules),0,coal
497,1996,세계,- 점유율 (%),100,coal
498,1996,대한민국,- 점유율 (%),1.4,coal
499,1996,아제르바이잔,- 점유율 (%),0,coal
500,1996,방글라데시,- 점유율 (%),0,coal
501,1996,중국,- 점유율 (%),29.7,coal
502,1996,홍콩,- 점유율 (%),0.2,coal
503,1996,인도,- 점유율 (%),5.9,coal
504,1996,인도네시아,- 점유율 (%),0.3,coal
505,1996,이란,- 점유율 (%),0.1,coal
506,1996,이스라엘,- 점유율 (%),0.2,coal
507,1996,일본,- 점유율 (%),3.9,coal
508,1996,카자흐스탄,- 점유율 (%),1.1,coal
509,1996,말레이시아,- 점유율 (%),0.1,coal
510,1996,파키스탄,- 점유율 (%),0.1,coal
511,1996,필리핀,- 점유율 (%),0.1,coal
512,1996,카타르,- 점유율 (%),-,coal
513,1996,사우디아라비아,- 점유율 (%),-,coal
514,1996,스리랑카,- 점유율 (%),-,coal
515,1996,대만,- 점유율 (%),0.8,coal
516,1996,태국,- 점유율 (%),0.4,coal
517,1996,튀르키예,- 점유율 (%),0.8,coal
518,1996,투르크메니스탄,- 점유율 (%),0,coal
519,1996,아랍에미리트,- 점유율 (%),-,coal
520,1996,우즈베키스탄,- 점유율 (%),0.1,coal
521,1996,베트남,- 점유율 (%),0.2,coal
522,1996,캐나다,- 점유율 (%),1.2,coal
523,1996,멕시코,- 점유율 (%),0.2,coal
524,1996,미국,- 점유율 (%),23.2,coal
525,1996,아르헨티나,- 점유율 (%),0,coal
526,1996,브라질,- 점유율 (%),0.5,coal
527,1996,칠레,- 점유율 (%),0.1,coal
528,1996,콜롬비아,- 점유율 (%),0.1,coal
529,1996,에콰도르,- 점유율 (%),-,coal
530,1996,페루,- 점유율 (%),0,coal
531,1996,베네수엘라,- 점유율 (%),0,coal
532,1996,오스트리아,- 점유율 (%),0.2,coal
533,1996,벨라루스,- 점유율 (%),0,coal
534,1996,벨기에,- 점유율 (%),0.4,coal
535,1996,불가리아,- 점유율 (%),0.3,coal
536,1996,체코,- 점유율 (%),1,coal
537,1996,덴마크,- 점유율 (%),0.4,coal
538,1996,에스토니아,- 점유율 (%),-,coal
539,1996,핀란드,- 점유율 (%),0.2,coal
540,1996,프랑스,- 점유율 (%),0.7,coal
541,1996,독일,- 점유율 (%),3.9,coal
542,1996,그리스,- 점유율 (%),0.3,coal
543,1996,헝가리,- 점유율 (%),0.2,coal
544,1996,아이슬란드,- 점유율 (%),-,coal
545,1996,아일랜드,- 점유율 (%),0.1,coal
546,1996,이탈리아,- 점유율 (%),0.5,coal
547,1996,리투아니아,- 점유율 (%),0,coal
548,1996,북마케도니아,- 점유율 (%),-,coal
