,year,nation,description,value,type
162,1995,러시아,- 점유율 (%),9.5,oil
163,1995,슬로바키아,- 점유율 (%),-,oil
164,1995,슬로베니아,- 점유율 (%),-,oil
165,1995,스페인,- 점유율 (%),-,oil
166,1995,스웨덴,- 점유율 (%),-,oil
167,1995,스위스,- 점유율 (%),-,oil
168,1995,우크라이나,- 점유율 (%),-,oil
169,1995,영국,- 점유율 (%),4,oil
170,1995,알제리,- 점유율 (%),1.7,oil
171,1995,앙골라,- 점유율 (%),0.9,oil
172,1995,차드,- 점유율 (%),-,oil
173,1995,콩고,- 점유율 (%),0.3,oil
174,1995,이집트,- 점유율 (%),1.4,oil
175,1995,적도기니,- 점유율 (%),0,oil
176,1995,가봉,- 점유율 (%),0.5,oil
177,1995,리비아,- 점유율 (%),2.1,oil
178,1995,모로코,- 점유율 (%),-,oil
179,1995,나이지리아,- 점유율 (%),3,oil
180,1995,남아프리카공화국,- 점유율 (%),-,oil
181,1995,남수단,- 점유율 (%),-,oil
182,1995,수단,- 점유율 (%),0,oil
183,1995,튀니지,- 점유율 (%),0.1,oil
184,1995,오스트레일리아,- 점유율 (%),0.8,oil
185,1995,뉴질랜드,- 점유율 (%),-,oil
186,1995,세계,소비 (100만 톤),3286.7,oil
187,1995,대한민국,소비 (100만 톤),94.8,oil
188,1995,아제르바이잔,소비 (100만 톤),6.6,oil
189,1995,방글라데시,소비 (100만 톤),2.9,oil
190,1995,브루나이,소비 (100만 톤),-,oil
191,1995,중국,소비 (100만 톤),153.5,oil
192,1995,키프로스,소비 (100만 톤),2.1,oil
193,1995,홍콩,소비 (100만 톤),9.6,oil
194,1995,인도,소비 (100만 톤),75.2,oil
195,1995,인도네시아,소비 (100만 톤),40.9,oil
196,1995,이란,소비 (100만 톤),58.7,oil
197,1995,이라크,소비 (100만 톤),26.3,oil
198,1995,이스라엘,소비 (100만 톤),12.4,oil
199,1995,일본,소비 (100만 톤),269.8,oil
200,1995,카자흐스탄,소비 (100만 톤),12,oil
201,1995,쿠웨이트,소비 (100만 톤),5.3,oil
202,1995,말레이시아,소비 (100만 톤),18.5,oil
203,1995,오만,소비 (100만 톤),2.6,oil
204,1995,파키스탄,소비 (100만 톤),15.7,oil
205,1995,필리핀,소비 (100만 톤),17.1,oil
206,1995,카타르,소비 (100만 톤),1.3,oil
207,1995,사우디아라비아,소비 (100만 톤),60.2,oil
208,1995,싱가포르,소비 (100만 톤),32,oil
209,1995,스리랑카,소비 (100만 톤),2.3,oil
210,1995,시리아,소비 (100만 톤),-,oil
211,1995,대만,소비 (100만 톤),36.3,oil
212,1995,태국,소비 (100만 톤),33.8,oil
213,1995,튀르키예,소비 (100만 톤),28.9,oil
214,1995,투르크메니스탄,소비 (100만 톤),2.4,oil
215,1995,아랍에미리트,소비 (100만 톤),20.6,oil
216,1995,우즈베키스탄,소비 (100만 톤),6.5,oil
217,1995,베트남,소비 (100만 톤),4.9,oil
218,1995,예멘,소비 (100만 톤),-,oil
219,1995,캐나다,소비 (100만 톤),84.7,oil
220,1995,멕시코,소비 (100만 톤),78.5,oil
221,1995,미국,소비 (100만 톤),792,oil
222,1995,아르헨티나,소비 (100만 톤),21.9,oil
223,1995,브라질,소비 (100만 톤),71.3,oil
224,1995,칠레,소비 (100만 톤),10.3,oil
225,1995,콜롬비아,소비 (100만 톤),11.9,oil
226,1995,에콰도르,소비 (100만 톤),6.4,oil
227,1995,페루,소비 (100만 톤),7.2,oil
228,1995,트리니다드토바고,소비 (100만 톤),1.3,oil
229,1995,베네수엘라,소비 (100만 톤),22.6,oil
230,1995,오스트리아,소비 (100만 톤),11.3,oil
231,1995,벨라루스,소비 (100만 톤),10.6,oil
232,1995,벨기에,소비 (100만 톤),27.2,oil
233,1995,불가리아,소비 (100만 톤),6.3,oil
234,1995,크로아티아,소비 (100만 톤),3.9,oil
235,1995,체코,소비 (100만 톤),8,oil
236,1995,덴마크,소비 (100만 톤),10.6,oil
237,1995,에스토니아,소비 (100만 톤),1.3,oil
238,1995,핀란드,소비 (100만 톤),9.8,oil
239,1995,프랑스,소비 (100만 톤),90.1,oil
240,1995,독일,소비 (100만 톤),135.1,oil
241,1995,그리스,소비 (100만 톤),17.8,oil
242,1995,헝가리,소비 (100만 톤),7.4,oil
243,1995,아이슬란드,소비 (100만 톤),0.7,oil
244,1995,아일랜드,소비 (100만 톤),5.9,oil
245,1995,이탈리아,소비 (100만 톤),97.8,oil
246,1995,라트비아,소비 (100만 톤),1.9,oil
247,1995,리투아니아,소비 (100만 톤),3.2,oil
248,1995,룩셈부르크,소비 (100만 톤),1.8,oil
249,1995,북마케도니아,소비 (100만 톤),0.8,oil
250,1995,네덜란드,소비 (100만 톤),37.4,oil
251,1995,노르웨이,소비 (100만 톤),9,oil
252,1995,폴란드,소비 (100만 톤),14.9,oil
253,1995,포르투갈,소비 (100만 톤),14,oil
254,1995,루마니아,소비 (100만 톤),13.5,oil
255,1995,러시아,소비 (100만 톤),150.6,oil
256,1995,슬로바키아,소비 (100만 톤),3.2,oil
257,1995,슬로베니아,소비 (100만 톤),2.2,oil
258,1995,스페인,소비 (100만 톤),57.6,oil
259,1995,스웨덴,소비 (100만 톤),18.1,oil
260,1995,스위스,소비 (100만 톤),11.8,oil
261,1995,우크라이나,소비 (100만 톤),25.6,oil
262,1995,영국,소비 (100만 톤),82.2,oil
263,1995,알제리,소비 (100만 톤),8.4,oil
264,1995,앙골라,소비 (100만 톤),-,oil
265,1995,차드,소비 (100만 톤),-,oil
266,1995,콩고,소비 (100만 톤),-,oil
267,1995,이집트,소비 (100만 톤),23.3,oil
268,1995,적도기니,소비 (100만 톤),-,oil
269,1995,가봉,소비 (100만 톤),-,oil
270,1995,리비아,소비 (100만 톤),-,oil
271,1995,모로코,소비 (100만 톤),6.8,oil
272,1995,나이지리아,소비 (100만 톤),-,oil
273,1995,남아프리카공화국,소비 (100만 톤),20,oil
274,1995,남수단,소비 (100만 톤),-,oil
275,1995,수단,소비 (100만 톤),-,oil
276,1995,튀니지,소비 (100만 톤),-,oil
277,1995,오스트레일리아,소비 (100만 톤),35.2,oil
278,1995,뉴질랜드,소비 (100만 톤),5.5,oil
279,1995,세계,- 점유율 (%),100,oil
280,1995,대한민국,- 점유율 (%),2.9,oil
281,1995,아제르바이잔,- 점유율 (%),0.2,oil
282,1995,방글라데시,- 점유율 (%),0.1,oil
283,1995,브루나이,- 점유율 (%),-,oil
284,1995,중국,- 점유율 (%),4.9,oil
285,1995,키프로스,- 점유율 (%),-,oil
286,1995,홍콩,- 점유율 (%),0.3,oil
287,1995,인도,- 점유율 (%),2.3,oil
288,1995,인도네시아,- 점유율 (%),1.3,oil
289,1995,이란,- 점유율 (%),1.9,oil
290,1995,이라크,- 점유율 (%),-,oil
291,1995,이스라엘,- 점유율 (%),0.4,oil
292,1995,일본,- 점유율 (%),8.2,oil
293,1995,카자흐스탄,- 점유율 (%),0.4,oil
294,1995,쿠웨이트,- 점유율 (%),0.2,oil
295,1995,말레이시아,- 점유율 (%),0.6,oil
296,1995,오만,- 점유율 (%),-,oil
297,1995,파키스탄,- 점유율 (%),0.5,oil
298,1995,필리핀,- 점유율 (%),0.5,oil
299,1995,카타르,- 점유율 (%),0.1,oil
300,1995,사우디아라비아,- 점유율 (%),1.8,oil
301,1995,싱가포르,- 점유율 (%),1,oil
302,1995,스리랑카,- 점유율 (%),-,oil
303,1995,시리아,- 점유율 (%),-,oil
304,1995,대만,- 점유율 (%),1.1,oil
305,1995,태국,- 점유율 (%),1,oil
306,1995,튀르키예,- 점유율 (%),0.9,oil
307,1995,투르크메니스탄,- 점유율 (%),0.1,oil
308,1995,아랍에미리트,- 점유율 (%),0.6,oil
309,1995,우즈베키스탄,- 점유율 (%),0.2,oil
310,1995,베트남,- 점유율 (%),0.1,oil
311,1995,예멘,- 점유율 (%),-,oil
312,1995,캐나다,- 점유율 (%),2.5,oil
313,1995,멕시코,- 점유율 (%),2.3,oil
314,1995,미국,- 점유율 (%),24.2,oil
315,1995,아르헨티나,- 점유율 (%),0.6,oil
316,1995,브라질,- 점유율 (%),2.4,oil
317,1995,칠레,- 점유율 (%),0.3,oil
318,1995,콜롬비아,- 점유율 (%),0.4,oil
319,1995,에콰도르,- 점유율 (%),0.2,oil
320,1995,페루,- 점유율 (%),0.2,oil
321,1995,트리니다드토바고,- 점유율 (%),0,oil
322,1995,베네수엘라,- 점유율 (%),0.7,oil
323,1995,오스트리아,- 점유율 (%),0.3,oil
324,1995,벨라루스,- 점유율 (%),0.3,oil
325,1995,벨기에,- 점유율 (%),0.8,oil
326,1995,불가리아,- 점유율 (%),0.1,oil
327,1995,크로아티아,- 점유율 (%),-,oil
328,1995,체코,- 점유율 (%),0.2,oil
329,1995,덴마크,- 점유율 (%),0.3,oil
330,1995,에스토니아,- 점유율 (%),-,oil
331,1995,핀란드,- 점유율 (%),0.3,oil
332,1995,프랑스,- 점유율 (%),2.7,oil
333,1995,독일,- 점유율 (%),4.1,oil
334,1995,그리스,- 점유율 (%),0.5,oil
335,1995,헝가리,- 점유율 (%),0.2,oil
336,1995,아이슬란드,- 점유율 (%),-,oil
337,1995,아일랜드,- 점유율 (%),0.2,oil
338,1995,이탈리아,- 점유율 (%),2.9,oil
339,1995,라트비아,- 점유율 (%),-,oil
340,1995,리투아니아,- 점유율 (%),0.1,oil
341,1995,룩셈부르크,- 점유율 (%),-,oil
342,1995,북마케도니아,- 점유율 (%),-,oil
343,1995,네덜란드,- 점유율 (%),1.2,oil
344,1995,노르웨이,- 점유율 (%),0.3,oil
345,1995,폴란드,- 점유율 (%),0.5,oil
346,1995,포르투갈,- 점유율 (%),0.4,oil
347,1995,루마니아,- 점유율 (%),0.4,oil
348,1995,러시아,- 점유율 (%),4.6,oil
349,1995,슬로바키아,- 점유율 (%),0.1,oil
350,1995,슬로베니아,- 점유율 (%),-,oil
351,1995,스페인,- 점유율 (%),1.7,oil
352,1995,스웨덴,- 점유율 (%),0.5,oil
353,1995,스위스,- 점유율 (%),0.4,oil
354,1995,우크라이나,- 점유율 (%),0.6,oil
355,1995,영국,- 점유율 (%),2.5,oil
356,1995,알제리,- 점유율 (%),0.3,oil
357,1995,앙골라,- 점유율 (%),-,oil
358,1995,차드,- 점유율 (%),-,oil
359,1995,콩고,- 점유율 (%),-,oil
360,1995,이집트,- 점유율 (%),0.7,oil
361,1995,적도기니,- 점유율 (%),-,oil
362,1995,가봉,- 점유율 (%),-,oil
363,1995,리비아,- 점유율 (%),-,oil
364,1995,모로코,- 점유율 (%),-,oil
365,1995,나이지리아,- 점유율 (%),-,oil
366,1995,남아프리카공화국,- 점유율 (%),0.6,oil
367,1995,남수단,- 점유율 (%),-,oil
368,1995,수단,- 점유율 (%),-,oil
369,1995,튀니지,- 점유율 (%),-,oil
370,1995,오스트레일리아,- 점유율 (%),1.1,oil
371,1995,뉴질랜드,- 점유율 (%),0.2,oil
372,1996,세계,생산 (100만 톤),3366.4,oil
373,1996,대한민국,생산 (100만 톤),-,oil
374,1996,아제르바이잔,생산 (100만 톤),9.1,oil
375,1996,방글라데시,생산 (100만 톤),-,oil
376,1996,브루나이,생산 (100만 톤),8.1,oil
377,1996,중국,생산 (100만 톤),158.5,oil
378,1996,키프로스,생산 (100만 톤),-,oil
379,1996,홍콩,생산 (100만 톤),-,oil
380,1996,인도,생산 (100만 톤),34.8,oil
381,1996,인도네시아,생산 (100만 톤),76.7,oil
382,1996,이란,생산 (100만 톤),186.6,oil
383,1996,이라크,생산 (100만 톤),28.6,oil
384,1996,이스라엘,생산 (100만 톤),-,oil
385,1996,일본,생산 (100만 톤),-,oil
386,1996,카자흐스탄,생산 (100만 톤),23,oil
387,1996,쿠웨이트,생산 (100만 톤),105.1,oil
388,1996,말레이시아,생산 (100만 톤),33.8,oil
389,1996,오만,생산 (100만 톤),44.4,oil
390,1996,파키스탄,생산 (100만 톤),-,oil
391,1996,필리핀,생산 (100만 톤),-,oil
392,1996,카타르,생산 (100만 톤),27.1,oil
393,1996,사우디아라비아,생산 (100만 톤),437.4,oil
394,1996,싱가포르,생산 (100만 톤),-,oil
395,1996,스리랑카,생산 (100만 톤),-,oil
396,1996,시리아,생산 (100만 톤),29.2,oil
397,1996,대만,생산 (100만 톤),-,oil
398,1996,태국,생산 (100만 톤),3.8,oil
399,1996,튀르키예,생산 (100만 톤),-,oil
400,1996,투르크메니스탄,생산 (100만 톤),4.4,oil
401,1996,아랍에미리트,생산 (100만 톤),116.9,oil
402,1996,우즈베키스탄,생산 (100만 톤),7.6,oil
403,1996,베트남,생산 (100만 톤),8.8,oil
404,1996,예멘,생산 (100만 톤),16.9,oil
405,1996,캐나다,생산 (100만 톤),115.5,oil
406,1996,멕시코,생산 (100만 톤),162.4,oil
407,1996,미국,생산 (100만 톤),382.1,oil
408,1996,아르헨티나,생산 (100만 톤),40.8,oil
409,1996,브라질,생산 (100만 톤),42.5,oil
410,1996,칠레,생산 (100만 톤),-,oil
411,1996,콜롬비아,생산 (100만 톤),33.4,oil
412,1996,에콰도르,생산 (100만 톤),20.9,oil
413,1996,페루,생산 (100만 톤),6.3,oil
414,1996,트리니다드토바고,생산 (100만 톤),6.7,oil
415,1996,베네수엘라,생산 (100만 톤),165.2,oil
416,1996,오스트리아,생산 (100만 톤),-,oil
417,1996,벨라루스,생산 (100만 톤),-,oil
418,1996,벨기에,생산 (100만 톤),-,oil
419,1996,불가리아,생산 (100만 톤),-,oil
420,1996,크로아티아,생산 (100만 톤),-,oil
421,1996,체코,생산 (100만 톤),-,oil
422,1996,덴마크,생산 (100만 톤),10.2,oil
423,1996,에스토니아,생산 (100만 톤),-,oil
424,1996,핀란드,생산 (100만 톤),-,oil
425,1996,프랑스,생산 (100만 톤),-,oil
426,1996,독일,생산 (100만 톤),-,oil
427,1996,그리스,생산 (100만 톤),-,oil
428,1996,헝가리,생산 (100만 톤),-,oil
429,1996,아이슬란드,생산 (100만 톤),-,oil
430,1996,아일랜드,생산 (100만 톤),-,oil
431,1996,이탈리아,생산 (100만 톤),5.5,oil
432,1996,라트비아,생산 (100만 톤),-,oil
433,1996,리투아니아,생산 (100만 톤),-,oil
434,1996,룩셈부르크,생산 (100만 톤),-,oil
435,1996,북마케도니아,생산 (100만 톤),-,oil
436,1996,네덜란드,생산 (100만 톤),-,oil
437,1996,노르웨이,생산 (100만 톤),154.7,oil
438,1996,폴란드,생산 (100만 톤),-,oil
439,1996,포르투갈,생산 (100만 톤),-,oil
440,1996,루마니아,생산 (100만 톤),6.9,oil
441,1996,러시아,생산 (100만 톤),302.9,oil
442,1996,슬로바키아,생산 (100만 톤),-,oil
443,1996,슬로베니아,생산 (100만 톤),-,oil
444,1996,스페인,생산 (100만 톤),-,oil
445,1996,스웨덴,생산 (100만 톤),-,oil
446,1996,스위스,생산 (100만 톤),-,oil
447,1996,우크라이나,생산 (100만 톤),-,oil
448,1996,영국,생산 (100만 톤),129.7,oil
449,1996,알제리,생산 (100만 톤),59,oil
450,1996,앙골라,생산 (100만 톤),35.4,oil
451,1996,차드,생산 (100만 톤),-,oil
452,1996,콩고,생산 (100만 톤),10.4,oil
453,1996,이집트,생산 (100만 톤),45.1,oil
454,1996,적도기니,생산 (100만 톤),0.8,oil
455,1996,가봉,생산 (100만 톤),18.3,oil
456,1996,리비아,생산 (100만 톤),68.6,oil
457,1996,모로코,생산 (100만 톤),-,oil
458,1996,나이지리아,생산 (100만 톤),96.4,oil
459,1996,남아프리카공화국,생산 (100만 톤),-,oil
460,1996,남수단,생산 (100만 톤),-,oil
461,1996,수단,생산 (100만 톤),0.2,oil
462,1996,튀니지,생산 (100만 톤),4.4,oil
463,1996,오스트레일리아,생산 (100만 톤),28.1,oil
464,1996,뉴질랜드,생산 (100만 톤),-,oil
465,1996,세계,- 점유율 (%),100,oil
466,1996,대한민국,- 점유율 (%),-,oil
467,1996,아제르바이잔,- 점유율 (%),0.3,oil
468,1996,방글라데시,- 점유율 (%),-,oil
469,1996,브루나이,- 점유율 (%),0.2,oil
470,1996,중국,- 점유율 (%),4.7,oil
471,1996,키프로스,- 점유율 (%),-,oil
472,1996,홍콩,- 점유율 (%),-,oil
473,1996,인도,- 점유율 (%),1,oil
474,1996,인도네시아,- 점유율 (%),2.3,oil
475,1996,이란,- 점유율 (%),5.5,oil
476,1996,이라크,- 점유율 (%),0.8,oil
477,1996,이스라엘,- 점유율 (%),-,oil
478,1996,일본,- 점유율 (%),-,oil
479,1996,카자흐스탄,- 점유율 (%),0.7,oil
480,1996,쿠웨이트,- 점유율 (%),3.1,oil
481,1996,말레이시아,- 점유율 (%),1,oil
482,1996,오만,- 점유율 (%),1.3,oil
483,1996,파키스탄,- 점유율 (%),-,oil
484,1996,필리핀,- 점유율 (%),-,oil
485,1996,카타르,- 점유율 (%),0.8,oil
486,1996,사우디아라비아,- 점유율 (%),13.2,oil
487,1996,싱가포르,- 점유율 (%),-,oil
488,1996,스리랑카,- 점유율 (%),-,oil
489,1996,시리아,- 점유율 (%),0.9,oil
490,1996,대만,- 점유율 (%),-,oil
491,1996,태국,- 점유율 (%),0.1,oil
492,1996,튀르키예,- 점유율 (%),-,oil
493,1996,투르크메니스탄,- 점유율 (%),0.1,oil
494,1996,아랍에미리트,- 점유율 (%),3.5,oil
495,1996,우즈베키스탄,- 점유율 (%),0.2,oil
496,1996,베트남,- 점유율 (%),0.3,oil
497,1996,예멘,- 점유율 (%),0.5,oil
498,1996,캐나다,- 점유율 (%),3.4,oil
499,1996,멕시코,- 점유율 (%),4.8,oil
500,1996,미국,- 점유율 (%),11.3,oil
501,1996,아르헨티나,- 점유율 (%),1.2,oil
502,1996,브라질,- 점유율 (%),1.3,oil
503,1996,칠레,- 점유율 (%),-,oil
504,1996,콜롬비아,- 점유율 (%),1,oil
505,1996,에콰도르,- 점유율 (%),0.6,oil
506,1996,페루,- 점유율 (%),0.2,oil
507,1996,트리니다드토바고,- 점유율 (%),0.2,oil
508,1996,베네수엘라,- 점유율 (%),4.9,oil
509,1996,오스트리아,- 점유율 (%),-,oil
510,1996,벨라루스,- 점유율 (%),-,oil
511,1996,벨기에,- 점유율 (%),-,oil
512,1996,불가리아,- 점유율 (%),-,oil
513,1996,크로아티아,- 점유율 (%),-,oil
514,1996,체코,- 점유율 (%),-,oil
515,1996,덴마크,- 점유율 (%),0.3,oil
516,1996,에스토니아,- 점유율 (%),-,oil
517,1996,핀란드,- 점유율 (%),-,oil
518,1996,프랑스,- 점유율 (%),-,oil
519,1996,독일,- 점유율 (%),-,oil
520,1996,그리스,- 점유율 (%),-,oil
521,1996,헝가리,- 점유율 (%),-,oil
522,1996,아이슬란드,- 점유율 (%),-,oil
523,1996,아일랜드,- 점유율 (%),-,oil
524,1996,이탈리아,- 점유율 (%),0.2,oil
525,1996,라트비아,- 점유율 (%),-,oil
526,1996,리투아니아,- 점유율 (%),-,oil
527,1996,룩셈부르크,- 점유율 (%),-,oil
528,1996,북마케도니아,- 점유율 (%),-,oil
529,1996,네덜란드,- 점유율 (%),-,oil
530,1996,노르웨이,- 점유율 (%),4.6,oil
531,1996,폴란드,- 점유율 (%),-,oil
532,1996,포르투갈,- 점유율 (%),-,oil
533,1996,루마니아,- 점유율 (%),0.2,oil
534,1996,러시아,- 점유율 (%),8.9,oil
535,1996,슬로바키아,- 점유율 (%),-,oil
536,1996,슬로베니아,- 점유율 (%),-,oil
537,1996,스페인,- 점유율 (%),-,oil
