,year,nation,description,value,type
127,1995,페루,- 점유율 (%),0,gas
128,1995,트리니다드토바고,- 점유율 (%),0.4,gas
129,1995,베네수엘라,- 점유율 (%),1.3,gas
130,1995,오스트리아,- 점유율 (%),-,gas
131,1995,벨라루스,- 점유율 (%),-,gas
132,1995,벨기에,- 점유율 (%),-,gas
133,1995,불가리아,- 점유율 (%),-,gas
134,1995,크로아티아,- 점유율 (%),-,gas
135,1995,체코,- 점유율 (%),-,gas
136,1995,덴마크,- 점유율 (%),0.2,gas
137,1995,에스토니아,- 점유율 (%),-,gas
138,1995,핀란드,- 점유율 (%),-,gas
139,1995,프랑스,- 점유율 (%),-,gas
140,1995,독일,- 점유율 (%),0.8,gas
141,1995,그리스,- 점유율 (%),-,gas
142,1995,헝가리,- 점유율 (%),-,gas
143,1995,아일랜드,- 점유율 (%),-,gas
144,1995,이탈리아,- 점유율 (%),0.9,gas
145,1995,라트비아,- 점유율 (%),-,gas
146,1995,리투아니아,- 점유율 (%),-,gas
147,1995,룩셈부르크,- 점유율 (%),-,gas
148,1995,북마케도니아,- 점유율 (%),-,gas
149,1995,네덜란드,- 점유율 (%),3.2,gas
150,1995,노르웨이,- 점유율 (%),1.3,gas
151,1995,폴란드,- 점유율 (%),0.2,gas
152,1995,포르투갈,- 점유율 (%),-,gas
153,1995,루마니아,- 점유율 (%),0.9,gas
154,1995,러시아,- 점유율 (%),25.1,gas
155,1995,슬로바키아,- 점유율 (%),-,gas
156,1995,슬로베니아,- 점유율 (%),-,gas
157,1995,스페인,- 점유율 (%),-,gas
158,1995,스웨덴,- 점유율 (%),-,gas
159,1995,스위스,- 점유율 (%),-,gas
160,1995,우크라이나,- 점유율 (%),0.8,gas
161,1995,영국,- 점유율 (%),3.3,gas
162,1995,알제리,- 점유율 (%),2.8,gas
163,1995,이집트,- 점유율 (%),0.6,gas
164,1995,리비아,- 점유율 (%),0.3,gas
165,1995,모로코,- 점유율 (%),-,gas
166,1995,나이지리아,- 점유율 (%),0.2,gas
167,1995,남아프리카공화국,- 점유율 (%),-,gas
168,1995,오스트레일리아,- 점유율 (%),1.4,gas
169,1995,뉴질랜드,- 점유율 (%),-,gas
170,1995,세계,소비 (exajoules),76,gas
171,1995,대한민국,소비 (exajoules),0.3,gas
172,1995,아제르바이잔,소비 (exajoules),0.3,gas
173,1995,바레인,소비 (exajoules),-,gas
174,1995,방글라데시,소비 (exajoules),0.2,gas
175,1995,브루나이,소비 (exajoules),-,gas
176,1995,중국,소비 (exajoules),0.6,gas
177,1995,홍콩,소비 (exajoules),0,gas
178,1995,인도,소비 (exajoules),0.7,gas
179,1995,인도네시아,소비 (exajoules),1,gas
180,1995,이란,소비 (exajoules),1.1,gas
181,1995,이라크,소비 (exajoules),0.1,gas
182,1995,이스라엘,소비 (exajoules),0,gas
183,1995,일본,소비 (exajoules),2.2,gas
184,1995,카자흐스탄,소비 (exajoules),0.4,gas
185,1995,쿠웨이트,소비 (exajoules),0.3,gas
186,1995,말레이시아,소비 (exajoules),0.5,gas
187,1995,미얀마,소비 (exajoules),-,gas
188,1995,오만,소비 (exajoules),0.1,gas
189,1995,파키스탄,소비 (exajoules),0.5,gas
190,1995,필리핀,소비 (exajoules),0,gas
191,1995,카타르,소비 (exajoules),0.5,gas
192,1995,사우디아라비아,소비 (exajoules),1.5,gas
193,1995,싱가포르,소비 (exajoules),0.1,gas
194,1995,시리아,소비 (exajoules),-,gas
195,1995,대만,소비 (exajoules),0.2,gas
196,1995,태국,소비 (exajoules),0.4,gas
197,1995,튀르키예,소비 (exajoules),0.2,gas
198,1995,투르크메니스탄,소비 (exajoules),0.3,gas
199,1995,아랍에미리트,소비 (exajoules),0.9,gas
200,1995,우즈베키스탄,소비 (exajoules),1.4,gas
201,1995,베트남,소비 (exajoules),0,gas
202,1995,예멘,소비 (exajoules),-,gas
203,1995,캐나다,소비 (exajoules),2.8,gas
204,1995,멕시코,소비 (exajoules),1.1,gas
205,1995,미국,소비 (exajoules),21.5,gas
206,1995,아르헨티나,소비 (exajoules),0.9,gas
207,1995,볼리비아,소비 (exajoules),-,gas
208,1995,브라질,소비 (exajoules),0.2,gas
209,1995,칠레,소비 (exajoules),0.1,gas
210,1995,콜롬비아,소비 (exajoules),0.1,gas
211,1995,에콰도르,소비 (exajoules),0,gas
212,1995,페루,소비 (exajoules),0,gas
213,1995,트리니다드토바고,소비 (exajoules),0.3,gas
214,1995,베네수엘라,소비 (exajoules),1.1,gas
215,1995,오스트리아,소비 (exajoules),0.3,gas
216,1995,벨라루스,소비 (exajoules),0.4,gas
217,1995,벨기에,소비 (exajoules),0.4,gas
218,1995,불가리아,소비 (exajoules),0.2,gas
219,1995,크로아티아,소비 (exajoules),0.1,gas
220,1995,체코,소비 (exajoules),0.3,gas
221,1995,덴마크,소비 (exajoules),0.1,gas
222,1995,에스토니아,소비 (exajoules),0,gas
223,1995,핀란드,소비 (exajoules),0.1,gas
224,1995,프랑스,소비 (exajoules),1.2,gas
225,1995,독일,소비 (exajoules),2.8,gas
226,1995,그리스,소비 (exajoules),0,gas
227,1995,헝가리,소비 (exajoules),0.4,gas
228,1995,아일랜드,소비 (exajoules),0.1,gas
229,1995,이탈리아,소비 (exajoules),1.9,gas
230,1995,라트비아,소비 (exajoules),0,gas
231,1995,리투아니아,소비 (exajoules),0.1,gas
232,1995,룩셈부르크,소비 (exajoules),0,gas
233,1995,북마케도니아,소비 (exajoules),-,gas
234,1995,네덜란드,소비 (exajoules),1.5,gas
235,1995,노르웨이,소비 (exajoules),0.1,gas
236,1995,폴란드,소비 (exajoules),0.4,gas
237,1995,포르투갈,소비 (exajoules),-,gas
238,1995,루마니아,소비 (exajoules),0.8,gas
239,1995,러시아,소비 (exajoules),13.4,gas
240,1995,슬로바키아,소비 (exajoules),0.2,gas
241,1995,슬로베니아,소비 (exajoules),0,gas
242,1995,스페인,소비 (exajoules),0.3,gas
243,1995,스웨덴,소비 (exajoules),0,gas
244,1995,스위스,소비 (exajoules),0.1,gas
245,1995,우크라이나,소비 (exajoules),2.6,gas
246,1995,영국,소비 (exajoules),2.7,gas
247,1995,알제리,소비 (exajoules),0.7,gas
248,1995,이집트,소비 (exajoules),0.4,gas
249,1995,리비아,소비 (exajoules),-,gas
250,1995,모로코,소비 (exajoules),0,gas
251,1995,나이지리아,소비 (exajoules),-,gas
252,1995,남아프리카공화국,소비 (exajoules),0,gas
253,1995,오스트레일리아,소비 (exajoules),0.7,gas
254,1995,뉴질랜드,소비 (exajoules),0.2,gas
255,1995,세계,- 점유율 (%),100,gas
256,1995,대한민국,- 점유율 (%),0.4,gas
257,1995,아제르바이잔,- 점유율 (%),0.4,gas
258,1995,바레인,- 점유율 (%),-,gas
259,1995,방글라데시,- 점유율 (%),0.3,gas
260,1995,브루나이,- 점유율 (%),-,gas
261,1995,중국,- 점유율 (%),0.8,gas
262,1995,홍콩,- 점유율 (%),0,gas
263,1995,인도,- 점유율 (%),0.9,gas
264,1995,인도네시아,- 점유율 (%),1.3,gas
265,1995,이란,- 점유율 (%),1.6,gas
266,1995,이라크,- 점유율 (%),-,gas
267,1995,이스라엘,- 점유율 (%),0,gas
268,1995,일본,- 점유율 (%),2.7,gas
269,1995,카자흐스탄,- 점유율 (%),0.5,gas
270,1995,쿠웨이트,- 점유율 (%),0.4,gas
271,1995,말레이시아,- 점유율 (%),0.6,gas
272,1995,미얀마,- 점유율 (%),-,gas
273,1995,오만,- 점유율 (%),-,gas
274,1995,파키스탄,- 점유율 (%),0.7,gas
275,1995,필리핀,- 점유율 (%),0,gas
276,1995,카타르,- 점유율 (%),0.6,gas
277,1995,사우디아라비아,- 점유율 (%),2,gas
278,1995,싱가포르,- 점유율 (%),0.1,gas
279,1995,시리아,- 점유율 (%),-,gas
280,1995,대만,- 점유율 (%),0.2,gas
281,1995,태국,- 점유율 (%),0.5,gas
282,1995,튀르키예,- 점유율 (%),0.3,gas
283,1995,투르크메니스탄,- 점유율 (%),0.4,gas
284,1995,아랍에미리트,- 점유율 (%),1.2,gas
285,1995,우즈베키스탄,- 점유율 (%),1.9,gas
286,1995,베트남,- 점유율 (%),0,gas
287,1995,예멘,- 점유율 (%),-,gas
288,1995,캐나다,- 점유율 (%),3.9,gas
289,1995,멕시코,- 점유율 (%),1.5,gas
290,1995,미국,- 점유율 (%),29.7,gas
291,1995,아르헨티나,- 점유율 (%),1.3,gas
292,1995,볼리비아,- 점유율 (%),-,gas
293,1995,브라질,- 점유율 (%),0.2,gas
294,1995,칠레,- 점유율 (%),0.1,gas
295,1995,콜롬비아,- 점유율 (%),0.2,gas
296,1995,에콰도르,- 점유율 (%),0,gas
297,1995,페루,- 점유율 (%),0,gas
298,1995,트리니다드토바고,- 점유율 (%),0.4,gas
299,1995,베네수엘라,- 점유율 (%),1.3,gas
300,1995,오스트리아,- 점유율 (%),0.4,gas
301,1995,벨라루스,- 점유율 (%),0.6,gas
302,1995,벨기에,- 점유율 (%),0.6,gas
303,1995,불가리아,- 점유율 (%),0.2,gas
304,1995,크로아티아,- 점유율 (%),-,gas
305,1995,체코,- 점유율 (%),0.3,gas
306,1995,덴마크,- 점유율 (%),0.2,gas
307,1995,에스토니아,- 점유율 (%),-,gas
308,1995,핀란드,- 점유율 (%),0.1,gas
309,1995,프랑스,- 점유율 (%),1.5,gas
310,1995,독일,- 점유율 (%),3.5,gas
311,1995,그리스,- 점유율 (%),0,gas
312,1995,헝가리,- 점유율 (%),0.5,gas
313,1995,아일랜드,- 점유율 (%),0.1,gas
314,1995,이탈리아,- 점유율 (%),2.3,gas
315,1995,라트비아,- 점유율 (%),-,gas
316,1995,리투아니아,- 점유율 (%),0.1,gas
317,1995,룩셈부르크,- 점유율 (%),-,gas
318,1995,북마케도니아,- 점유율 (%),-,gas
319,1995,네덜란드,- 점유율 (%),1.8,gas
320,1995,노르웨이,- 점유율 (%),0.1,gas
321,1995,폴란드,- 점유율 (%),0.5,gas
322,1995,포르투갈,- 점유율 (%),-,gas
323,1995,루마니아,- 점유율 (%),1.1,gas
324,1995,러시아,- 점유율 (%),17.1,gas
325,1995,슬로바키아,- 점유율 (%),0.3,gas
326,1995,슬로베니아,- 점유율 (%),-,gas
327,1995,스페인,- 점유율 (%),0.4,gas
328,1995,스웨덴,- 점유율 (%),0,gas
329,1995,스위스,- 점유율 (%),0.1,gas
330,1995,우크라이나,- 점유율 (%),3.5,gas
331,1995,영국,- 점유율 (%),3.3,gas
332,1995,알제리,- 점유율 (%),1,gas
333,1995,이집트,- 점유율 (%),0.6,gas
334,1995,리비아,- 점유율 (%),-,gas
335,1995,모로코,- 점유율 (%),-,gas
336,1995,나이지리아,- 점유율 (%),-,gas
337,1995,남아프리카공화국,- 점유율 (%),0,gas
338,1995,오스트레일리아,- 점유율 (%),0.9,gas
339,1995,뉴질랜드,- 점유율 (%),0.2,gas
340,1996,세계,생산 (exajoules),78.8,gas
341,1996,대한민국,생산 (exajoules),-,gas
342,1996,아제르바이잔,생산 (exajoules),0.2,gas
343,1996,바레인,생산 (exajoules),0.3,gas
344,1996,방글라데시,생산 (exajoules),0.3,gas
345,1996,브루나이,생산 (exajoules),0.4,gas
346,1996,중국,생산 (exajoules),0.7,gas
347,1996,홍콩,생산 (exajoules),-,gas
348,1996,인도,생산 (exajoules),0.7,gas
349,1996,인도네시아,생산 (exajoules),2.3,gas
350,1996,이란,생산 (exajoules),1.3,gas
351,1996,이라크,생산 (exajoules),0.1,gas
352,1996,이스라엘,생산 (exajoules),0,gas
353,1996,일본,생산 (exajoules),-,gas
354,1996,카자흐스탄,생산 (exajoules),0.2,gas
355,1996,쿠웨이트,생산 (exajoules),0.3,gas
356,1996,말레이시아,생산 (exajoules),1.3,gas
357,1996,미얀마,생산 (exajoules),0.1,gas
358,1996,오만,생산 (exajoules),0.1,gas
359,1996,파키스탄,생산 (exajoules),0.5,gas
360,1996,필리핀,생산 (exajoules),-,gas
361,1996,카타르,생산 (exajoules),0.3,gas
362,1996,사우디아라비아,생산 (exajoules),1.5,gas
363,1996,싱가포르,생산 (exajoules),-,gas
364,1996,시리아,생산 (exajoules),0.1,gas
365,1996,대만,생산 (exajoules),-,gas
366,1996,태국,생산 (exajoules),0.5,gas
367,1996,튀르키예,생산 (exajoules),-,gas
368,1996,투르크메니스탄,생산 (exajoules),1.1,gas
369,1996,아랍에미리트,생산 (exajoules),1.2,gas
370,1996,우즈베키스탄,생산 (exajoules),1.6,gas
371,1996,베트남,생산 (exajoules),0,gas
372,1996,예멘,생산 (exajoules),-,gas
373,1996,캐나다,생산 (exajoules),5.5,gas
374,1996,멕시코,생산 (exajoules),1.1,gas
375,1996,미국,생산 (exajoules),18.4,gas
376,1996,아르헨티나,생산 (exajoules),1,gas
377,1996,볼리비아,생산 (exajoules),0.1,gas
378,1996,브라질,생산 (exajoules),0.2,gas
379,1996,칠레,생산 (exajoules),-,gas
380,1996,콜롬비아,생산 (exajoules),0.2,gas
381,1996,에콰도르,생산 (exajoules),-,gas
382,1996,페루,생산 (exajoules),0,gas
383,1996,트리니다드토바고,생산 (exajoules),0.3,gas
384,1996,베네수엘라,생산 (exajoules),1.2,gas
385,1996,오스트리아,생산 (exajoules),-,gas
386,1996,벨라루스,생산 (exajoules),-,gas
387,1996,벨기에,생산 (exajoules),-,gas
388,1996,불가리아,생산 (exajoules),-,gas
389,1996,크로아티아,생산 (exajoules),-,gas
390,1996,체코,생산 (exajoules),-,gas
391,1996,덴마크,생산 (exajoules),0.2,gas
392,1996,에스토니아,생산 (exajoules),-,gas
393,1996,핀란드,생산 (exajoules),-,gas
394,1996,프랑스,생산 (exajoules),-,gas
395,1996,독일,생산 (exajoules),0.7,gas
396,1996,그리스,생산 (exajoules),-,gas
397,1996,헝가리,생산 (exajoules),-,gas
398,1996,아일랜드,생산 (exajoules),-,gas
399,1996,이탈리아,생산 (exajoules),0.7,gas
400,1996,라트비아,생산 (exajoules),-,gas
401,1996,리투아니아,생산 (exajoules),-,gas
402,1996,룩셈부르크,생산 (exajoules),-,gas
403,1996,북마케도니아,생산 (exajoules),-,gas
404,1996,네덜란드,생산 (exajoules),2.9,gas
405,1996,노르웨이,생산 (exajoules),1.3,gas
406,1996,폴란드,생산 (exajoules),0.1,gas
407,1996,포르투갈,생산 (exajoules),-,gas
408,1996,루마니아,생산 (exajoules),0.6,gas
409,1996,러시아,생산 (exajoules),19.9,gas
410,1996,슬로바키아,생산 (exajoules),-,gas
411,1996,슬로베니아,생산 (exajoules),-,gas
412,1996,스페인,생산 (exajoules),-,gas
413,1996,스웨덴,생산 (exajoules),-,gas
414,1996,스위스,생산 (exajoules),-,gas
415,1996,우크라이나,생산 (exajoules),0.6,gas
416,1996,영국,생산 (exajoules),3.2,gas
417,1996,알제리,생산 (exajoules),2.3,gas
418,1996,이집트,생산 (exajoules),0.5,gas
419,1996,리비아,생산 (exajoules),0.2,gas
420,1996,모로코,생산 (exajoules),-,gas
421,1996,나이지리아,생산 (exajoules),0.2,gas
422,1996,남아프리카공화국,생산 (exajoules),-,gas
423,1996,오스트레일리아,생산 (exajoules),1.1,gas
424,1996,뉴질랜드,생산 (exajoules),-,gas
425,1996,세계,- 점유율 (%),100,gas
426,1996,대한민국,- 점유율 (%),-,gas
427,1996,아제르바이잔,- 점유율 (%),0.3,gas
428,1996,바레인,- 점유율 (%),0.3,gas
429,1996,방글라데시,- 점유율 (%),0.3,gas
430,1996,브루나이,- 점유율 (%),0.5,gas
431,1996,중국,- 점유율 (%),0.9,gas
432,1996,홍콩,- 점유율 (%),-,gas
433,1996,인도,- 점유율 (%),0.9,gas
434,1996,인도네시아,- 점유율 (%),2.9,gas
435,1996,이란,- 점유율 (%),1.8,gas
436,1996,이라크,- 점유율 (%),0.1,gas
437,1996,이스라엘,- 점유율 (%),-,gas
438,1996,일본,- 점유율 (%),-,gas
439,1996,카자흐스탄,- 점유율 (%),0.2,gas
440,1996,쿠웨이트,- 점유율 (%),0.4,gas
441,1996,말레이시아,- 점유율 (%),1.5,gas
442,1996,미얀마,- 점유율 (%),0.1,gas
443,1996,오만,- 점유율 (%),0.2,gas
444,1996,파키스탄,- 점유율 (%),0.8,gas
445,1996,필리핀,- 점유율 (%),-,gas
446,1996,카타르,- 점유율 (%),0.6,gas
447,1996,사우디아라비아,- 점유율 (%),2,gas
448,1996,싱가포르,- 점유율 (%),-,gas
449,1996,시리아,- 점유율 (%),0.1,gas
450,1996,대만,- 점유율 (%),-,gas
451,1996,태국,- 점유율 (%),0.6,gas
452,1996,튀르키예,- 점유율 (%),-,gas
453,1996,투르크메니스탄,- 점유율 (%),1.4,gas
454,1996,아랍에미리트,- 점유율 (%),1.5,gas
455,1996,우즈베키스탄,- 점유율 (%),2,gas
456,1996,베트남,- 점유율 (%),0,gas
457,1996,예멘,- 점유율 (%),-,gas
458,1996,캐나다,- 점유율 (%),7.5,gas
459,1996,멕시코,- 점유율 (%),1.5,gas
460,1996,미국,- 점유율 (%),24.4,gas
461,1996,아르헨티나,- 점유율 (%),1.3,gas
462,1996,볼리비아,- 점유율 (%),0.1,gas
463,1996,브라질,- 점유율 (%),0.2,gas
464,1996,칠레,- 점유율 (%),-,gas
465,1996,콜롬비아,- 점유율 (%),0.2,gas
466,1996,에콰도르,- 점유율 (%),-,gas
467,1996,페루,- 점유율 (%),0,gas
468,1996,트리니다드토바고,- 점유율 (%),0.4,gas
469,1996,베네수엘라,- 점유율 (%),1.3,gas
470,1996,오스트리아,- 점유율 (%),-,gas
471,1996,벨라루스,- 점유율 (%),-,gas
472,1996,벨기에,- 점유율 (%),-,gas
473,1996,불가리아,- 점유율 (%),-,gas
474,1996,크로아티아,- 점유율 (%),-,gas
475,1996,체코,- 점유율 (%),-,gas
476,1996,덴마크,- 점유율 (%),0.3,gas
477,1996,에스토니아,- 점유율 (%),-,gas
478,1996,핀란드,- 점유율 (%),-,gas
479,1996,프랑스,- 점유율 (%),-,gas
480,1996,독일,- 점유율 (%),0.8,gas
481,1996,그리스,- 점유율 (%),-,gas
482,1996,헝가리,- 점유율 (%),-,gas
483,1996,아일랜드,- 점유율 (%),-,gas
484,1996,이탈리아,- 점유율 (%),0.8,gas
485,1996,라트비아,- 점유율 (%),-,gas
486,1996,리투아니아,- 점유율 (%),-,gas
487,1996,룩셈부르크,- 점유율 (%),-,gas
488,1996,북마케도니아,- 점유율 (%),-,gas
489,1996,네덜란드,- 점유율 (%),3.5,gas
490,1996,노르웨이,- 점유율 (%),1.7,gas
491,1996,폴란드,- 점유율 (%),0.2,gas
492,1996,포르투갈,- 점유율 (%),-,gas
493,1996,루마니아,- 점유율 (%),0.8,gas
494,1996,러시아,- 점유율 (%),24.5,gas
495,1996,슬로바키아,- 점유율 (%),-,gas
496,1996,슬로베니아,- 점유율 (%),-,gas
497,1996,스페인,- 점유율 (%),-,gas
498,1996,스웨덴,- 점유율 (%),-,gas
499,1996,스위스,- 점유율 (%),-,gas
500,1996,우크라이나,- 점유율 (%),0.7,gas
501,1996,영국,- 점유율 (%),3.8,gas
502,1996,알제리,- 점유율 (%),2.8,gas
503,1996,이집트,- 점유율 (%),0.6,gas
504,1996,리비아,- 점유율 (%),0.3,gas
505,1996,모로코,- 점유율 (%),-,gas
506,1996,나이지리아,- 점유율 (%),0.2,gas
507,1996,남아프리카공화국,- 점유율 (%),-,gas
508,1996,오스트레일리아,- 점유율 (%),1.3,gas
509,1996,뉴질랜드,- 점유율 (%),-,gas
510,1996,세계,소비 (exajoules),79.8,gas
511,1996,대한민국,소비 (exajoules),0.5,gas
512,1996,아제르바이잔,소비 (exajoules),0.2,gas
513,1996,바레인,소비 (exajoules),-,gas
514,1996,방글라데시,소비 (exajoules),0.3,gas
515,1996,브루나이,소비 (exajoules),-,gas
516,1996,중국,소비 (exajoules),0.7,gas
517,1996,홍콩,소비 (exajoules),0.1,gas
518,1996,인도,소비 (exajoules),0.7,gas
519,1996,인도네시아,소비 (exajoules),1.1,gas
520,1996,이란,소비 (exajoules),1.3,gas
521,1996,이라크,소비 (exajoules),0.1,gas
522,1996,이스라엘,소비 (exajoules),0,gas
523,1996,일본,소비 (exajoules),2.3,gas
524,1996,카자흐스탄,소비 (exajoules),0.3,gas
525,1996,쿠웨이트,소비 (exajoules),0.3,gas
526,1996,말레이시아,소비 (exajoules),0.6,gas
527,1996,미얀마,소비 (exajoules),-,gas
528,1996,오만,소비 (exajoules),0.1,gas
529,1996,파키스탄,소비 (exajoules),0.5,gas
530,1996,필리핀,소비 (exajoules),0,gas
531,1996,카타르,소비 (exajoules),0.3,gas
532,1996,사우디아라비아,소비 (exajoules),1.5,gas
533,1996,싱가포르,소비 (exajoules),0.1,gas
534,1996,시리아,소비 (exajoules),-,gas
535,1996,대만,소비 (exajoules),0.2,gas
536,1996,태국,소비 (exajoules),0.4,gas
537,1996,튀르키예,소비 (exajoules),0.3,gas
538,1996,투르크메니스탄,소비 (exajoules),0.4,gas
539,1996,아랍에미리트,소비 (exajoules),1,gas
540,1996,우즈베키스탄,소비 (exajoules),1.5,gas
541,1996,베트남,소비 (exajoules),0,gas
542,1996,예멘,소비 (exajoules),-,gas
543,1996,캐나다,소비 (exajoules),2.8,gas
544,1996,멕시코,소비 (exajoules),1.1,gas
545,1996,미국,소비 (exajoules),21.9,gas
546,1996,아르헨티나,소비 (exajoules),1.1,gas
